business_id,date,violation_type_id,risk_category,description
3731,2015-04-02,103147,Low Risk,Inadequate ventilation or lighting
3736,2014-06-04,103142,Low Risk,Unclean nonfood contact surfaces
3736,2014-09-15,103150,Low Risk,Improper or defective plumbing
3736,2014-06-04,103103,High Risk,High risk food holding temperature
3736,2014-09-15,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3736,2015-10-19,103103,High Risk,High risk food holding temperature
3736,2015-10-19,103142,Low Risk,Unclean nonfood contact surfaces
3736,2015-10-19,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3736,2016-04-05,103103,High Risk,High risk food holding temperature
3736,2016-04-05,103142,Low Risk,Unclean nonfood contact surfaces
3738,2016-08-29,103120,Moderate Risk,Moderate risk food holding temperature
3738,2016-08-29,103133,Moderate Risk,Foods not protected from contamination
3738,2014-06-04,103133,Moderate Risk,Foods not protected from contamination
3738,2014-09-26,103133,Moderate Risk,Foods not protected from contamination
3738,2014-09-26,103157,Low Risk,Food safety certificate or food handler card not available
3738,2014-09-26,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3738,2015-09-08,103114,High Risk,High risk vermin infestation
3738,2015-09-08,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3738,2014-01-09,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3741,2015-05-11,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3741,2015-05-11,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3741,2015-05-11,103120,Moderate Risk,Moderate risk food holding temperature
3741,2015-05-11,103154,Low Risk,Unclean or degraded floors walls or ceilings
3741,2013-10-08,103142,Low Risk,Unclean nonfood contact surfaces
3741,2013-10-08,103141,Low Risk,Improper food labeling or menu misrepresentation
3741,2013-10-08,103157,Low Risk,Food safety certificate or food handler card not available
3741,2013-10-08,103154,Low Risk,Unclean or degraded floors walls or ceilings
3741,2014-04-11,103143,Low Risk,Inadequate warewashing facilities or equipment
3741,2014-04-11,103157,Low Risk,Food safety certificate or food handler card not available
3743,2014-07-22,103114,High Risk,High risk vermin infestation
3743,2014-07-22,103120,Moderate Risk,Moderate risk food holding temperature
3743,2014-07-22,103154,Low Risk,Unclean or degraded floors walls or ceilings
3743,2015-09-29,103139,Low Risk,Improper food storage
3743,2015-09-29,103154,Low Risk,Unclean or degraded floors walls or ceilings
3743,2015-09-29,103161,Low Risk,Low risk vermin infestation
3743,2016-03-15,103103,High Risk,High risk food holding temperature
3743,2016-03-15,103142,Low Risk,Unclean nonfood contact surfaces
3743,2016-03-15,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3743,2014-03-10,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
3743,2014-03-10,103132,Moderate Risk,Improper thawing methods
3757,2015-04-22,103143,Low Risk,Inadequate warewashing facilities or equipment
3757,2015-04-22,103154,Low Risk,Unclean or degraded floors walls or ceilings
3757,2014-02-25,103145,Low Risk,Improper storage of equipment utensils or linens
3757,2014-02-25,103161,Low Risk,Low risk vermin infestation
3757,2016-06-22,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3757,2016-06-22,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3757,2016-06-22,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3757,2016-06-22,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3769,2015-06-02,103139,Low Risk,Improper food storage
3769,2015-06-02,103154,Low Risk,Unclean or degraded floors walls or ceilings
3769,2015-06-02,103156,Low Risk,Permit license or inspection report not posted
3769,2016-04-27,103156,Low Risk,Permit license or inspection report not posted
3769,2016-04-27,103154,Low Risk,Unclean or degraded floors walls or ceilings
3776,2015-04-17,103150,Low Risk,Improper or defective plumbing
3776,2015-04-17,103142,Low Risk,Unclean nonfood contact surfaces
3776,2015-04-17,103120,Moderate Risk,Moderate risk food holding temperature
3776,2015-04-17,103109,High Risk,Unclean or unsanitary food contact surfaces
3776,2015-04-17,103154,Low Risk,Unclean or degraded floors walls or ceilings
3776,2015-12-23,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3776,2015-12-23,103120,Moderate Risk,Moderate risk food holding temperature
3776,2015-12-23,103161,Low Risk,Low risk vermin infestation
3776,2015-12-23,103142,Low Risk,Unclean nonfood contact surfaces
3776,2015-12-23,103131,Moderate Risk,Moderate risk vermin infestation
3784,2014-06-09,103150,Low Risk,Improper or defective plumbing
3784,2014-06-09,103139,Low Risk,Improper food storage
3784,2014-06-09,103120,Moderate Risk,Moderate risk food holding temperature
3784,2015-06-04,103154,Low Risk,Unclean or degraded floors walls or ceilings
3784,2013-10-07,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3784,2013-10-07,103142,Low Risk,Unclean nonfood contact surfaces
3790,2013-11-19,103120,Moderate Risk,Moderate risk food holding temperature
3791,2015-01-15,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3791,2016-02-16,103154,Low Risk,Unclean or degraded floors walls or ceilings
3791,2016-02-16,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3791,2016-02-16,103133,Moderate Risk,Foods not protected from contamination
3791,2013-11-19,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3791,2013-11-19,103139,Low Risk,Improper food storage
3794,2015-06-25,103142,Low Risk,Unclean nonfood contact surfaces
3794,2015-06-25,103132,Moderate Risk,Improper thawing methods
3794,2015-06-25,103131,Moderate Risk,Moderate risk vermin infestation
3794,2014-05-20,103103,High Risk,High risk food holding temperature
3794,2014-05-20,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3794,2014-05-20,103133,Moderate Risk,Foods not protected from contamination
3794,2014-05-28,103120,Moderate Risk,Moderate risk food holding temperature
3795,2014-11-24,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3795,2014-11-24,103147,Low Risk,Inadequate ventilation or lighting
3795,2014-11-24,103120,Moderate Risk,Moderate risk food holding temperature
3795,2014-11-24,103142,Low Risk,Unclean nonfood contact surfaces
3795,2014-11-24,103131,Moderate Risk,Moderate risk vermin infestation
3795,2016-06-14,103154,Low Risk,Unclean or degraded floors walls or ceilings
3796,2014-05-06,103145,Low Risk,Improper storage of equipment utensils or linens
3796,2014-05-06,103142,Low Risk,Unclean nonfood contact surfaces
3800,2014-07-31,103133,Moderate Risk,Foods not protected from contamination
3800,2014-07-31,103132,Moderate Risk,Improper thawing methods
3802,2014-07-08,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3802,2014-07-08,103145,Low Risk,Improper storage of equipment utensils or linens
3802,2014-07-08,103131,Moderate Risk,Moderate risk vermin infestation
3802,2015-05-21,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3802,2015-05-21,103109,High Risk,Unclean or unsanitary food contact surfaces
3802,2015-05-21,103139,Low Risk,Improper food storage
3802,2015-05-21,103142,Low Risk,Unclean nonfood contact surfaces
3802,2015-05-21,103143,Low Risk,Inadequate warewashing facilities or equipment
3802,2015-05-21,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3802,2015-05-21,103154,Low Risk,Unclean or degraded floors walls or ceilings
3802,2015-05-21,103161,Low Risk,Low risk vermin infestation
3803,2013-12-12,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3803,2016-07-12,103154,Low Risk,Unclean or degraded floors walls or ceilings
3816,2016-07-28,103102,High Risk,Unclean hands or improper use of gloves
3816,2016-07-28,103105,High Risk,Improper cooling methods
3816,2016-07-28,103133,Moderate Risk,Foods not protected from contamination
3816,2016-07-28,103131,Moderate Risk,Moderate risk vermin infestation
3816,2016-07-28,103120,Moderate Risk,Moderate risk food holding temperature
3816,2016-07-28,103108,High Risk,Contaminated or adulterated food
3816,2014-07-31,103133,Moderate Risk,Foods not protected from contamination
3816,2014-07-31,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3816,2014-07-31,103104,High Risk,Unauthorized or unsafe use of time as a public health control measure
3816,2014-07-31,103103,High Risk,High risk food holding temperature
3816,2015-12-02,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3816,2015-12-02,103145,Low Risk,Improper storage of equipment utensils or linens
3816,2015-12-02,103133,Moderate Risk,Foods not protected from contamination
3816,2015-12-02,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3816,2015-12-02,103109,High Risk,Unclean or unsanitary food contact surfaces
3816,2015-12-02,103150,Low Risk,Improper or defective plumbing
3816,2013-11-14,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3816,2013-11-14,103131,Moderate Risk,Moderate risk vermin infestation
3816,2013-11-14,103103,High Risk,High risk food holding temperature
3816,2013-11-14,103133,Moderate Risk,Foods not protected from contamination
3817,2015-05-13,103108,High Risk,Contaminated or adulterated food
3817,2015-05-13,103131,Moderate Risk,Moderate risk vermin infestation
3817,2015-05-13,103133,Moderate Risk,Foods not protected from contamination
3817,2015-05-13,103150,Low Risk,Improper or defective plumbing
3817,2016-04-07,103131,Moderate Risk,Moderate risk vermin infestation
3817,2016-04-07,103103,High Risk,High risk food holding temperature
3817,2016-04-07,103105,High Risk,Improper cooling methods
3817,2016-04-07,103145,Low Risk,Improper storage of equipment utensils or linens
3817,2016-04-07,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3817,2016-04-07,103133,Moderate Risk,Foods not protected from contamination
3817,2014-04-02,103133,Moderate Risk,Foods not protected from contamination
3817,2014-04-02,103150,Low Risk,Improper or defective plumbing
3817,2014-04-02,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3817,2014-04-02,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3819,2015-06-10,103102,High Risk,Unclean hands or improper use of gloves
3819,2015-06-10,103120,Moderate Risk,Moderate risk food holding temperature
3819,2015-06-10,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3819,2014-04-22,103102,High Risk,Unclean hands or improper use of gloves
3819,2014-04-22,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3819,2014-04-22,103129,Moderate Risk,Insufficient hot water or running water
3819,2014-04-22,103109,High Risk,Unclean or unsanitary food contact surfaces
3819,2014-04-22,103103,High Risk,High risk food holding temperature
3819,2014-05-07,103105,High Risk,Improper cooling methods
3819,2014-04-22,103108,High Risk,Contaminated or adulterated food
3825,2015-10-07,103132,Moderate Risk,Improper thawing methods
3825,2015-10-07,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3825,2015-10-07,103112,High Risk,No hot water or running water
3825,2015-10-07,103103,High Risk,High risk food holding temperature
3825,2013-10-15,103133,Moderate Risk,Foods not protected from contamination
3825,2014-05-15,103108,High Risk,Contaminated or adulterated food
3825,2014-05-15,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3825,2014-05-15,103105,High Risk,Improper cooling methods
3825,2014-05-15,103120,Moderate Risk,Moderate risk food holding temperature
3825,2014-05-15,103131,Moderate Risk,Moderate risk vermin infestation
3834,2015-04-20,103154,Low Risk,Unclean or degraded floors walls or ceilings
3834,2015-04-20,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3834,2015-04-20,103131,Moderate Risk,Moderate risk vermin infestation
3834,2015-04-20,103103,High Risk,High risk food holding temperature
3834,2016-03-28,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3834,2016-03-28,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
3834,2016-03-28,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3834,2016-03-28,103142,Low Risk,Unclean nonfood contact surfaces
3834,2016-03-28,103154,Low Risk,Unclean or degraded floors walls or ceilings
3834,2016-03-28,103103,High Risk,High risk food holding temperature
3855,2014-09-17,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3855,2014-09-17,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3855,2014-09-17,103139,Low Risk,Improper food storage
3855,2014-09-17,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3855,2014-09-17,103153,Low Risk,Inadequate dressing rooms or improper storage of personal items
3855,2014-09-17,103145,Low Risk,Improper storage of equipment utensils or linens
3855,2015-12-29,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3855,2015-12-29,103139,Low Risk,Improper food storage
3855,2013-11-22,103118,Moderate Risk,Employee eating or smoking
3855,2013-11-22,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3855,2013-11-22,103154,Low Risk,Unclean or degraded floors walls or ceilings
3858,2015-05-20,103103,High Risk,High risk food holding temperature
3858,2015-05-20,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3858,2015-05-20,103131,Moderate Risk,Moderate risk vermin infestation
3858,2015-05-20,103154,Low Risk,Unclean or degraded floors walls or ceilings
3859,2016-08-17,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3859,2016-08-17,103103,High Risk,High risk food holding temperature
3859,2016-08-17,103150,Low Risk,Improper or defective plumbing
3859,2013-10-07,103105,High Risk,Improper cooling methods
3859,2013-10-07,103103,High Risk,High risk food holding temperature
3859,2014-05-22,103120,Moderate Risk,Moderate risk food holding temperature
3861,2014-09-26,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
3861,2014-09-26,103131,Moderate Risk,Moderate risk vermin infestation
3861,2014-09-26,103145,Low Risk,Improper storage of equipment utensils or linens
3861,2014-02-18,103145,Low Risk,Improper storage of equipment utensils or linens
3861,2016-05-03,103105,High Risk,Improper cooling methods
3861,2016-05-03,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3861,2016-05-03,103133,Moderate Risk,Foods not protected from contamination
3861,2016-05-03,103143,Low Risk,Inadequate warewashing facilities or equipment
3861,2016-05-03,103148,Low Risk,No thermometers or uncalibrated thermometers
3861,2016-05-03,103107,High Risk,Improper reheating of food
3862,2015-03-04,103154,Low Risk,Unclean or degraded floors walls or ceilings
3862,2015-03-04,103109,High Risk,Unclean or unsanitary food contact surfaces
3862,2015-03-04,103131,Moderate Risk,Moderate risk vermin infestation
3862,2015-03-04,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3862,2015-03-04,103147,Low Risk,Inadequate ventilation or lighting
3862,2015-03-04,103150,Low Risk,Improper or defective plumbing
3862,2015-03-04,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3862,2015-03-13,103154,Low Risk,Unclean or degraded floors walls or ceilings
3862,2015-03-13,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3862,2013-11-06,103114,High Risk,High risk vermin infestation
3862,2013-11-06,103151,Low Risk,Inadequate or unsanitary refuse containers or area or no garbage service
3862,2013-11-06,103154,Low Risk,Unclean or degraded floors walls or ceilings
3862,2013-11-06,103109,High Risk,Unclean or unsanitary food contact surfaces
3862,2013-11-06,103150,Low Risk,Improper or defective plumbing
3862,2013-11-06,103142,Low Risk,Unclean nonfood contact surfaces
3862,2016-07-12,103132,Moderate Risk,Improper thawing methods
3862,2016-07-12,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3862,2016-07-12,103120,Moderate Risk,Moderate risk food holding temperature
3862,2016-07-12,103105,High Risk,Improper cooling methods
3862,2016-07-12,103154,Low Risk,Unclean or degraded floors walls or ceilings
3862,2016-07-12,103145,Low Risk,Improper storage of equipment utensils or linens
3862,2016-07-12,103161,Low Risk,Low risk vermin infestation
3864,2015-03-11,103154,Low Risk,Unclean or degraded floors walls or ceilings
3864,2015-03-11,103120,Moderate Risk,Moderate risk food holding temperature
3864,2015-03-11,103114,High Risk,High risk vermin infestation
3864,2013-11-18,103133,Moderate Risk,Foods not protected from contamination
3864,2013-11-18,103162,Low Risk,Other low risk violation
3864,2013-11-18,103154,Low Risk,Unclean or degraded floors walls or ceilings
3864,2013-11-18,103142,Low Risk,Unclean nonfood contact surfaces
3864,2014-06-02,103109,High Risk,Unclean or unsanitary food contact surfaces
3864,2014-06-02,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3864,2014-06-02,103154,Low Risk,Unclean or degraded floors walls or ceilings
3881,2014-03-26,103103,High Risk,High risk food holding temperature
3864,2014-06-02,103157,Low Risk,Food safety certificate or food handler card not available
3864,2014-06-02,103103,High Risk,High risk food holding temperature
3867,2015-06-24,103103,High Risk,High risk food holding temperature
3867,2015-09-22,103139,Low Risk,Improper food storage
3867,2015-06-24,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3867,2015-06-24,103131,Moderate Risk,Moderate risk vermin infestation
3867,2015-06-24,103133,Moderate Risk,Foods not protected from contamination
3867,2015-06-24,103154,Low Risk,Unclean or degraded floors walls or ceilings
3867,2014-04-30,103154,Low Risk,Unclean or degraded floors walls or ceilings
3867,2014-04-30,103161,Low Risk,Low risk vermin infestation
3867,2014-04-30,103145,Low Risk,Improper storage of equipment utensils or linens
3867,2014-04-30,103133,Moderate Risk,Foods not protected from contamination
3868,2015-03-18,103103,High Risk,High risk food holding temperature
3868,2015-03-18,103161,Low Risk,Low risk vermin infestation
3868,2016-03-08,103120,Moderate Risk,Moderate risk food holding temperature
3868,2014-04-29,103120,Moderate Risk,Moderate risk food holding temperature
3868,2014-04-29,103161,Low Risk,Low risk vermin infestation
3869,2016-01-27,103154,Low Risk,Unclean or degraded floors walls or ceilings
3869,2016-01-27,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3869,2016-01-27,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3869,2014-04-14,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3869,2014-04-14,103154,Low Risk,Unclean or degraded floors walls or ceilings
3869,2016-07-11,103154,Low Risk,Unclean or degraded floors walls or ceilings
3869,2016-07-11,103120,Moderate Risk,Moderate risk food holding temperature
3869,2016-07-11,103161,Low Risk,Low risk vermin infestation
3869,2016-07-11,103139,Low Risk,Improper food storage
3870,2014-08-28,103154,Low Risk,Unclean or degraded floors walls or ceilings
3870,2014-08-28,103103,High Risk,High risk food holding temperature
3870,2015-11-19,103142,Low Risk,Unclean nonfood contact surfaces
3870,2015-11-19,103120,Moderate Risk,Moderate risk food holding temperature
3870,2015-11-19,103161,Low Risk,Low risk vermin infestation
3870,2015-11-19,103105,High Risk,Improper cooling methods
3870,2015-11-19,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3870,2014-03-27,103103,High Risk,High risk food holding temperature
3870,2014-03-27,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3870,2016-06-08,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3870,2016-06-08,103120,Moderate Risk,Moderate risk food holding temperature
3870,2016-06-08,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
3870,2016-06-08,103131,Moderate Risk,Moderate risk vermin infestation
3871,2016-08-23,103157,Low Risk,Food safety certificate or food handler card not available
3871,2016-08-23,103131,Moderate Risk,Moderate risk vermin infestation
3871,2016-08-23,103154,Low Risk,Unclean or degraded floors walls or ceilings
3871,2016-08-23,103142,Low Risk,Unclean nonfood contact surfaces
3871,2015-11-19,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3871,2015-11-19,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
3871,2014-02-26,103139,Low Risk,Improper food storage
3871,2014-02-26,103112,High Risk,No hot water or running water
3875,2015-05-14,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3875,2015-05-14,103133,Moderate Risk,Foods not protected from contamination
3875,2015-05-14,103120,Moderate Risk,Moderate risk food holding temperature
3875,2014-04-29,103142,Low Risk,Unclean nonfood contact surfaces
3875,2014-04-29,103120,Moderate Risk,Moderate risk food holding temperature
3875,2014-04-29,103105,High Risk,Improper cooling methods
3875,2014-04-29,103139,Low Risk,Improper food storage
3875,2014-04-29,103150,Low Risk,Improper or defective plumbing
3875,2016-07-06,103154,Low Risk,Unclean or degraded floors walls or ceilings
3875,2016-07-06,103148,Low Risk,No thermometers or uncalibrated thermometers
3875,2016-07-06,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3875,2016-07-06,103142,Low Risk,Unclean nonfood contact surfaces
3875,2016-07-06,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3875,2016-07-06,103139,Low Risk,Improper food storage
3875,2016-07-06,103105,High Risk,Improper cooling methods
3875,2016-07-06,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3875,2016-07-06,103120,Moderate Risk,Moderate risk food holding temperature
3875,2016-07-06,103133,Moderate Risk,Foods not protected from contamination
3875,2016-07-06,103150,Low Risk,Improper or defective plumbing
3877,2014-10-21,103103,High Risk,High risk food holding temperature
3877,2016-05-03,103105,High Risk,Improper cooling methods
3877,2016-05-03,103160,Low Risk,Inadequate HACCP plan record keeping
3877,2016-05-03,103148,Low Risk,No thermometers or uncalibrated thermometers
3877,2016-05-03,103145,Low Risk,Improper storage of equipment utensils or linens
3877,2016-05-03,103133,Moderate Risk,Foods not protected from contamination
3881,2014-12-23,103142,Low Risk,Unclean nonfood contact surfaces
3881,2014-12-23,103120,Moderate Risk,Moderate risk food holding temperature
3881,2014-12-23,103132,Moderate Risk,Improper thawing methods
3881,2014-12-23,103133,Moderate Risk,Foods not protected from contamination
3881,2014-03-26,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3881,2014-03-26,103142,Low Risk,Unclean nonfood contact surfaces
3881,2014-03-26,103133,Moderate Risk,Foods not protected from contamination
3881,2016-05-11,103150,Low Risk,Improper or defective plumbing
3881,2016-05-11,103102,High Risk,Unclean hands or improper use of gloves
3881,2016-05-11,103114,High Risk,High risk vermin infestation
3881,2016-05-11,103132,Moderate Risk,Improper thawing methods
3881,2016-05-11,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3881,2016-05-11,103154,Low Risk,Unclean or degraded floors walls or ceilings
3885,2014-12-10,103102,High Risk,Unclean hands or improper use of gloves
3885,2014-12-10,103108,High Risk,Contaminated or adulterated food
3885,2014-12-10,103114,High Risk,High risk vermin infestation
3885,2014-01-14,103161,Low Risk,Low risk vermin infestation
3885,2014-01-14,103139,Low Risk,Improper food storage
3885,2014-01-14,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3885,2014-01-14,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3885,2016-06-16,103130,Moderate Risk,Inadequate sewage or wastewater disposal
3885,2016-06-16,103133,Moderate Risk,Foods not protected from contamination
3885,2016-06-16,103114,High Risk,High risk vermin infestation
3885,2016-06-16,103154,Low Risk,Unclean or degraded floors walls or ceilings
3888,2014-05-12,103159,Low Risk,Worker safety hazards
3888,2014-05-12,103152,Low Risk,Unclean unmaintained or improperly constructed toilet facilities
3888,2014-05-12,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3888,2014-05-12,103142,Low Risk,Unclean nonfood contact surfaces
3892,2015-02-03,103152,Low Risk,Unclean unmaintained or improperly constructed toilet facilities
3892,2015-02-03,103139,Low Risk,Improper food storage
3892,2015-02-03,103142,Low Risk,Unclean nonfood contact surfaces
3892,2015-02-03,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3892,2015-02-03,103153,Low Risk,Inadequate dressing rooms or improper storage of personal items
3892,2014-03-05,103121,Moderate Risk,Inadequate procedures or records for time as a public health control
3892,2014-03-05,103120,Moderate Risk,Moderate risk food holding temperature
3895,2016-07-29,103139,Low Risk,Improper food storage
3895,2016-07-29,103156,Low Risk,Permit license or inspection report not posted
3895,2016-07-29,103120,Moderate Risk,Moderate risk food holding temperature
3895,2016-07-29,103154,Low Risk,Unclean or degraded floors walls or ceilings
3895,2016-07-29,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3895,2016-07-29,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3895,2016-07-29,103142,Low Risk,Unclean nonfood contact surfaces
3895,2016-07-29,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
3895,2014-07-15,103109,High Risk,Unclean or unsanitary food contact surfaces
3895,2014-07-15,103154,Low Risk,Unclean or degraded floors walls or ceilings
3895,2014-07-15,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3895,2014-07-15,103133,Moderate Risk,Foods not protected from contamination
3895,2014-07-15,103114,High Risk,High risk vermin infestation
3895,2015-08-18,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3895,2015-08-21,103131,Moderate Risk,Moderate risk vermin infestation
3895,2015-08-18,103154,Low Risk,Unclean or degraded floors walls or ceilings
3895,2015-08-18,103108,High Risk,Contaminated or adulterated food
3895,2015-08-18,103114,High Risk,High risk vermin infestation
3895,2015-08-18,103109,High Risk,Unclean or unsanitary food contact surfaces
3895,2015-08-18,103120,Moderate Risk,Moderate risk food holding temperature
3895,2015-08-18,103105,High Risk,Improper cooling methods
3895,2015-09-01,103161,Low Risk,Low risk vermin infestation
3895,2016-02-17,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3895,2016-02-17,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3895,2016-02-17,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3895,2016-02-17,103132,Moderate Risk,Improper thawing methods
3895,2016-02-17,103130,Moderate Risk,Inadequate sewage or wastewater disposal
3895,2016-02-17,103120,Moderate Risk,Moderate risk food holding temperature
3896,2014-03-28,103156,Low Risk,Permit license or inspection report not posted
3896,2014-03-28,103154,Low Risk,Unclean or degraded floors walls or ceilings
3896,2014-03-28,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3898,2015-10-02,103103,High Risk,High risk food holding temperature
3898,2015-10-02,103133,Moderate Risk,Foods not protected from contamination
3898,2015-10-02,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
3898,2015-10-02,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3899,2015-01-20,103142,Low Risk,Unclean nonfood contact surfaces
3899,2015-01-20,103131,Moderate Risk,Moderate risk vermin infestation
3899,2015-01-20,103121,Moderate Risk,Inadequate procedures or records for time as a public health control
3899,2015-01-20,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3899,2015-08-31,103131,Moderate Risk,Moderate risk vermin infestation
3899,2014-02-14,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
3899,2014-02-14,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3899,2014-02-14,103131,Moderate Risk,Moderate risk vermin infestation
3899,2014-02-14,103154,Low Risk,Unclean or degraded floors walls or ceilings
3899,2014-02-14,103133,Moderate Risk,Foods not protected from contamination
3899,2014-02-14,103120,Moderate Risk,Moderate risk food holding temperature
3899,2014-03-07,103105,High Risk,Improper cooling methods
3899,2014-03-07,103139,Low Risk,Improper food storage
3902,2014-09-05,103133,Moderate Risk,Foods not protected from contamination
3902,2015-03-02,103133,Moderate Risk,Foods not protected from contamination
3902,2015-03-02,103154,Low Risk,Unclean or degraded floors walls or ceilings
3902,2015-10-29,103114,High Risk,High risk vermin infestation
3902,2015-10-29,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
3902,2015-10-29,103142,Low Risk,Unclean nonfood contact surfaces
3902,2014-01-23,103120,Moderate Risk,Moderate risk food holding temperature
3902,2014-01-23,103109,High Risk,Unclean or unsanitary food contact surfaces
3902,2016-05-18,103139,Low Risk,Improper food storage
3910,2014-03-18,103144,Low Risk,Unapproved or unmaintained equipment or utensils
3910,2014-03-18,103154,Low Risk,Unclean or degraded floors walls or ceilings
3910,2014-03-18,103150,Low Risk,Improper or defective plumbing
3910,2014-03-18,103139,Low Risk,Improper food storage
3910,2016-06-21,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
3910,2016-06-21,103109,High Risk,Unclean or unsanitary food contact surfaces
